Finding ID,Report ID,Institution,Publication Date,Tier,Notes
UKAISI-2026-02-ALI4,ANTHROPIC-2026-02-SELF,UK AISI,2026-02-05,B,"[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→B; subject=model behavior/capability; empirical=Yes; named-system=Yes; accountable-developer=Yes; developer=Anthropic; concerning=No; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=High; human-review=Stratified sample; exclusion-reason=result is reassuring, null, or not materially concerning. Rationale: Empirical result retained, but not accountability-eligible: result is reassuring, null, or not materially concerning. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked."
USCAISI-2026-02-CYB1,ANTHROPIC-2026-02-SELF,US CAISI,2026-02-05,B,"[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→B; subject=model behavior/capability; empirical=Yes; named-system=No; accountable-developer=No; developer=Anthropic; concerning=Yes; frontier-relevant=Unclear; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=no specific named model/system; no identifiable accountable developer; frontier relevance cannot be established from row evidence. Rationale: Empirical result retained, but not accountability-eligible: no specific named model/system; no identifiable accountable developer; frontier relevance cannot be established from row evidence. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier B reclassification] Sources Checked (channel A): Card explicitly frames disclosure as CAISI's responsibility to third-party software maintainers, not Anthropic; no Anthropic-side remediation is documented or applicable.

[SCHEMA RESTORATION 2026-08-16] Tier B Channel A/B evidence restored for archival/descriptive use. Attribution, Action Level, Policy Level, and Proportionality remain blank and these rows remain excluded from headline accountability analysis."
UKAISI-2026-02-SOC1,UKAISI-2026-02-FUTUREWORK,UK AISI,2026-02-02,B,"[Models/Systems backfilled 2026-08-02: extracted from Finding text: ""treatment group given a state-of-the-art 2025 LLM"".]

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→B; subject=model behavior/capability; empirical=Yes; named-system=No; accountable-developer=No; developer=not identified; concerning=Yes; frontier-relevant=Unclear; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=no specific named model/system; no identifiable accountable developer; frontier relevance cannot be established from row evidence. Rationale: Empirical result retained, but not accountability-eligible: no specific named model/system; no identifiable accountable developer; frontier relevance cannot be established from row evidence. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier B reclassification] Sources Checked (channel A): https://www.aisi.gov.uk/blog/ai-and-the-future-of-work-measuring-ai-driven-productivity-gains-for-workplace-tasks  [ID FIX 2026-08-16] Report ID 'AISI-2026-FUTUREWORK' -> 'UKAISI-2026-02-FUTUREWORK': normalised to PREFIX-YYYY-MM[m][-slug] per §6 (month derived from this row's Publication Date; prefix and month-suffix case aligned with the rest of the corpus).

[SCHEMA RESTORATION 2026-08-16] Tier B Channel A/B evidence restored for archival/descriptive use. Attribution, Action Level, Policy Level, and Proportionality remain blank and these rows remain excluded from headline accountability analysis."
METR-2026-01-AUT1,METR-2026-01-TH11,METR,2026-01-29,B,"[NEW — added 2026-08-02 from user-provided census extraction; severity pending ensemble] [CLUBBED from FRONT1+FRONT2 — 2 numeric framings of one doubling-time result].

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→B; subject=model behavior/capability trend; empirical=Yes; named-system=Yes; accountable-developer=No; developer=not identified; concerning=Yes; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=Low; human-review=Mandatory; exclusion-reason=no identifiable accountable developer; aggregate/trend result rather than a discrete remediable finding. Rationale: Empirical result retained, but not accountability-eligible: no identifiable accountable developer; aggregate/trend result rather than a discrete remediable finding. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked."
SGAISI-2026-01-AUT1,SGAISI-2026-01-AUT1,"Singapore AISI + Korea AISI (bilateral, network members)",2026-01-19,B,"anonymized-model

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→B; subject=model behavior/capability; empirical=Yes; named-system=No; accountable-developer=No; developer=not identified; concerning=Yes; frontier-relevant=Unclear; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=no specific named model/system; no identifiable accountable developer; frontier relevance cannot be established from row evidence. Rationale: Empirical result retained, but not accountability-eligible: no specific named model/system; no identifiable accountable developer; frontier relevance cannot be established from row evidence. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier B reclassification] Sources Checked (channel A): https://sgaisi.sg/resources/testing-ai-agents-for-data-leakage-risks-in-realistic-tasks/ | Media Outlets: BABL AI (babl.ai coverage of the SG-KR data-leakage test) (https://babl.ai/korea-and-singapore-test-ai-agents-for-data-leakage-in-realistic-workplace-scenario/)

[SCHEMA RESTORATION 2026-08-16] Tier B Channel A/B evidence restored for archival/descriptive use. Attribution, Action Level, Policy Level, and Proportionality remain blank and these rows remain excluded from headline accountability analysis."
SCALEAI-2026-01b-ALI1,SCALEAI-2026-01b,Scale AI,2026-01-15,B,"Concerning miscalibration but models are unnamed on this page, so Tier B. TODO severity ensemble + Channel A/B/C."
SCALEAI-2026-01b-AUT1,SCALEAI-2026-01b,Scale AI,2026-01-15,B,Models are not named on this page; see the SciPredict leaderboard for named scores. TODO severity ensemble + Channel A/B/C.
UKAISI-2026-01-ALI1,UKAISI-2026-01-PRETRAIN,UK AISI,2026-01-15,B,"[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→B; subject=model behavior/capability; empirical=Yes; named-system=No; accountable-developer=No; developer=not identified; concerning=Yes; frontier-relevant=Unclear; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=no specific named model/system; no identifiable accountable developer; frontier relevance cannot be established from row evidence. Rationale: Empirical result retained, but not accountability-eligible: no specific named model/system; no identifiable accountable developer; frontier relevance cannot be established from row evidence. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier B reclassification] Sources Checked (channel A): Models anonymized (6.9B research models) -- Trackable=no for lack of accountable company. | Media Outlets: Quantum Zeitgeist (https://quantumzeitgeist.com/percent-ai-alignment-pretraining-reduces-misalignment-positive/) | Social Highlights: LessWrong (204 karma, 25 comments) named-researcher engagement (https://www.lesswrong.com/posts/TcfyGD2aKdZ7Rt3hk/alignment-pretraining-ai-discourse-causes-self-fulfilling) | Channel C Verbatim: the team discovered a substantial reduction in misalignment scores, from 45% to 9%, when upsampling documents that described aligned behaviours.

[SCHEMA RESTORATION 2026-08-16] Tier B Channel A/B evidence restored for archival/descriptive use. Attribution, Action Level, Policy Level, and Proportionality remain blank and these rows remain excluded from headline accountability analysis."
SHANGHAIAILAB-2026-01-JAI1,SHANGHAIAILAB-2026-01-OPENRT,Shanghai AI Laboratory (AI45 Lab),2026-01-04,B,"[Tier B: multi-company aggregate row (5 companies' models tested with attack methods in one comparative table).]

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→B; subject=model behavior/capability; empirical=Yes; named-system=Yes; accountable-developer=Yes; developer=OpenAI; Anthropic; Google; Alibaba; concerning=Yes; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=compound/aggregate row does not isolate one attributable response target. Rationale: Empirical result retained, but not accountability-eligible: compound/aggregate row does not isolate one attributable response target. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier B reclassification] Academic Citations: Semantic Scholar: 12 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2601.01592?fields=title,citationCount)"
REDWOOD-2026-01-ALI1,REDWOOD-2026-01,Redwood Research,2026-01-01,B,"Same prefill-based no-reasoning workaround caveat as the time-horizon post applies to Gemini. [Report tested: GPT-4 at 9.7% on 2-hop and 3.9% on 3-hop, plus a broader range of models; Opus 4.5 with reasoning gets 96.8% on the dataset, and 99.7% on single hops, as a ceiling and sanity check.] TODO severity ensemble + Channel A/B/C."
REDWOOD-2026-01-ALI2,REDWOOD-2026-01,Redwood Research,2026-01-01,B,"[Report tested: GPT-4 at 9.7% on 2-hop and 3.9% on 3-hop, plus a broader range of models; Opus 4.5 with reasoning gets 96.8% on the dataset, and 99.7% on single hops, as a ceiling and sanity check.] TODO severity ensemble + Channel A/B/C."
REDWOOD-2026-01-ALI3,REDWOOD-2026-01,Redwood Research,2026-01-01,B,"Redwood also report that both Opus 4.5 and Gemini 3 Pro now reliably resolve Leo Gao's 2023 Manifold questions about no-CoT fact composition, which he had predicted would remain unsolved through 2026. TODO severity ensemble + Channel A/B/C."
CIP-2025-12-SOC1,CIP-2025-12-ANNUAL,Collective Intelligence Project (Weval),2025-12-26,B,Models are not named in the annual report. TODO severity ensemble + Channel A/B/C.
REDWOOD-2025-12b-ALI1,REDWOOD-2025-12b,Redwood Research,2025-12-26,B,Important caveat stated by the author: human completion times are estimated by Opus 4.5 rather than measured on humans. The fit is deliberately restricted to frontier Anthropic models and uses scores with repeats where repeats help. TODO severity ensemble + Channel A/B/C.
REDWOOD-2025-12b-ALI2,REDWOOD-2025-12b,Redwood Research,2025-12-26,B,Author estimates roughly 10% probability these Gemini results overestimate performance by more than 1 minute because OpenRouter may not always return a reasoning field when the model did reason. TODO severity ensemble + Channel A/B/C.
