type,sheet_row,finding_id,column,old,new,reason
VERIFIED-FIX,213,JOINT-2026-03-CYB1,Finding Type,anonymised-model;governance,methodology,Finding Type finalized by classification agent: large-scale red-teaming evaluation exercise; models are unnamed instruments
VERIFIED-FIX,215,NETWORK-2024-11-GOV1,Finding Type,governance,methodology,Finding Type finalized by classification agent: methodological-variance finding calling for standardised multilingual protocol
VERIFIED-FIX,218,UKAISI-2026-04-ALI2b,Finding Type,governance,methodology,Finding Type finalized by classification agent: demonstrates data-poisoning attack method; ResNet/CNN/LLM research models as instruments
VERIFIED-FIX,219,USCAISI-2026-05-GOV1,Finding Type,governance,capability-trend,Finding Type finalized by classification agent: comparative positioning 'lags US frontier by ~8 months' across models
VERIFIED-FIX,223,UKAISI-2024-05-GOV1,Finding Type,anonymised-model;governance,governance,"Finding Type finalized by classification agent: transparency signal, not a capability result; dropped anonymised-model modifier"
VERIFIED-FIX,226,UKAISI-2025-03-GOV11,Finding Type,anonymised-model;governance,methodology,Finding Type finalized by classification agent: model-tampering as evaluation method revealing capability ceilings; models instruments
VERIFIED-FIX,227,UKAISI-2025-07-GOV1,Finding Type,anonymised-model;governance,methodology,Finding Type finalized by classification agent: elicitation protocol showing standard evals underestimate capability
VERIFIED-FIX,228,UKAISI-2025-11a-GOV1,Finding Type,governance,methodology,Finding Type finalized by classification agent: construct-validity audit of 445 benchmarks; evaluation-method review
VERIFIED-FIX,229,KAISI-2025-12-SOC1,Finding Type,reassuring-null;governance,capability-finding;reassuring-null;non-frontier,Finding Type finalized by classification agent: named Korean model scored higher on safety benchmarks (positive result); non-frontier domestic model
VERIFIED-FIX,230,UKAISI-2026-03-AUT1,Finding Type,governance,capability-trend,Finding Type finalized by classification agent: action-tool share 27%->65% over 16 months = measured trajectory over time
VERIFIED-FIX,234,NEW-025,Finding Type,governance,methodology,Finding Type finalized by classification agent: methodological caveat/limitation on a negative sabotage result
VERIFIED-FIX,235,NEW-033,Finding Type,governance,methodology,Finding Type finalized by classification agent: describes red-team/monitor evaluation design; models are instruments
VERIFIED-FIX,236,NEW-037,Finding Type,governance,capability-trend;anonymised-model,Finding Type finalized by classification agent: open-vs-closed-weight gap narrowing across 30+ anonymised systems
VERIFIED-FIX,237,NEW-049,Finding Type,governance,methodology,Finding Type finalized by classification agent: proposes cost-per-success metric for optimal inference budget
VERIFIED-FIX,238,NEW-057,Finding Type,governance,methodology,Finding Type finalized by classification agent: benchmark-task human-baseline design detail
VERIFIED-FIX,239,NEW-069,Finding Type,governance,methodology,Finding Type finalized by classification agent: eval-awareness acknowledged as methodological limitation
VERIFIED-FIX,240,NEW-101,Finding Type,governance,methodology,Finding Type finalized by classification agent: automated attack-refinement red-teaming tool/method
VERIFIED-FIX,241,NEW-117,Finding Type,governance,methodology,Finding Type finalized by classification agent: built on Petri auditing tool; describes evaluation method
VERIFIED-FIX,243,NEW-133,Finding Type,governance,methodology,Finding Type finalized by classification agent: develops a human-grounded identity eval and critiques narrow query-set eval design
VERIFIED-FIX,244,NEW-137,Finding Type,governance,methodology,"Finding Type finalized by classification agent: develops a productivity-measurement (points-per-minute) study of AI assistance, no model as subject"
VERIFIED-FIX,247,NEW-181,Finding Type,governance,methodology,Finding Type finalized by classification agent: expands and open-sources the AgentDojo hijacking framework/tool
VERIFIED-FIX,249,NEW-014,Finding Type,governance,methodology,Finding Type finalized by classification agent: benchmark structure (task families/capability chain); models are instruments
VERIFIED-FIX,251,NEW-034,Finding Type,governance,capability-trend,Finding Type finalized by classification agent: aggregate cyber-task success trajectory across years/models
VERIFIED-FIX,253,NEW-046,Finding Type,governance,methodology,Finding Type finalized by classification agent: scope/limitation of the evaluation framework (text-only)
VERIFIED-FIX,254,NEW-058,Finding Type,governance,methodology,"Finding Type finalized by classification agent: methodological caveat about test environments, not a model verdict"
VERIFIED-FIX,255,NEW-086,Finding Type,anonymised-model;governance,methodology,Finding Type finalized by classification agent: recommends practices for evaluation designers to reduce grader-gaming
VERIFIED-FIX,258,NEW-114,Finding Type,governance,methodology,Finding Type finalized by classification agent: result validating a data-filtering technique (no capability degradation)
VERIFIED-FIX,259,NEW-118,Finding Type,anonymised-model;governance,methodology,Finding Type finalized by classification agent: mechanism study of wireheading; named models are non-frontier instruments
VERIFIED-FIX,260,NEW-122,Finding Type,governance,methodology,Finding Type finalized by classification agent: describes benchmark scope and nested-sandbox measurement architecture
VERIFIED-FIX,263,NEW-166,Finding Type,governance,methodology,Finding Type finalized by classification agent: methodological insight on validity of multilingual testing
VERIFIED-FIX,264,NEW-178,Finding Type,governance,methodology,"Finding Type finalized by classification agent: study design description (12 scenarios, dual independent implementations)"
VERIFIED-FIX,265,NEW-182,Finding Type,governance,methodology,Finding Type finalized by classification agent: methodological point on task-level vs aggregate metrics
VERIFIED-FIX,268,NEW-031,Finding Type,governance,methodology,Finding Type finalized by classification agent: evaluates ten sandbagging-detection methods; models are instruments
VERIFIED-FIX,269,NEW-035,Finding Type,governance,capability-trend,Finding Type finalized by classification agent: aggregate chem/bio troubleshooting trajectory vs experts over time
VERIFIED-FIX,270,NEW-039,Finding Type,governance,capability-trend,Finding Type finalized by classification agent: aggregate bio-design capability trend across models over time
VERIFIED-FIX,273,NEW-103,Finding Type,anonymised-model;governance,methodology,Finding Type finalized by classification agent: describes exercise structure/domain strands; models are anonymised instruments
VERIFIED-FIX,274,NEW-127,Finding Type,governance,methodology,"Finding Type finalized by classification agent: study methodology (660 runs, LLM-judge, disagreement rates)"
VERIFIED-FIX,275,NEW-131,Finding Type,governance,methodology,Finding Type finalized by classification agent: pretraining/fine-tuning poisoning experiment design
VERIFIED-FIX,277,NEW-163,Finding Type,governance,methodology,Finding Type finalized by classification agent: assessment limitation: jailbreak robustness not systematically tested
VERIFIED-FIX,278,NEW-167,Finding Type,governance,methodology,Finding Type finalized by classification agent: methodological finding on prompt-optimization sensitivity
VERIFIED-FIX,279,NEW-179,Finding Type,reassuring-null;governance,capability-finding;reassuring-null,Finding Type finalized by classification agent: named-model (Gemini Ultra) safety result finding no significant risks
VERIFIED-FIX,280,NEW-008,Finding Type,governance,methodology,"Finding Type finalized by classification agent: describes benchmark scope (110 malicious tasks, 11 categories)"
VERIFIED-FIX,284,NEW-036,Finding Type,governance,capability-trend,Finding Type finalized by classification agent: aggregate scaffolding uplift across anonymised frontier systems
VERIFIED-FIX,285,NEW-064,Finding Type,anonymised-model;governance,methodology,"Finding Type finalized by classification agent: study design scale (12 factors, 11 environments); models are instruments"
VERIFIED-FIX,286,NEW-104,Finding Type,anonymised-model;governance,methodology,Finding Type finalized by classification agent: methodological findings on task/tool design and parameter sensitivity
VERIFIED-FIX,287,NEW-112,Finding Type,anonymised-model;governance,methodology,Finding Type finalized by classification agent: attack method on safeguard pipelines; Claude 4 Opus is test target
VERIFIED-FIX,288,NEW-120,Finding Type,anonymised-model;governance,methodology,Finding Type finalized by classification agent: theoretical POMDP formalization of reward-channel manipulation
VERIFIED-FIX,289,NEW-136,Finding Type,governance,methodology,Finding Type finalized by classification agent: methodological control (synthetic facts) to rule out confounds
VERIFIED-FIX,290,NEW-148,Finding Type,governance,methodology,Finding Type finalized by classification agent: privileged-access/methodology detail material to interpreting findings
VERIFIED-FIX,292,NEW-160,Finding Type,governance,methodology,Finding Type finalized by classification agent: methodological insight on attack transferability and static-eval adequacy
DECISION,16,UKAISI-2026-05-CYB2,Action Level,Substantive,None,"MYTHOS REVIEW 2026-07-15: gate-Mythos/release-Fable is Anthropic's PRE-PLANNED tiered strategy announced 2026-04-07, BEFORE the first AISI Mythos finding (2026-04-13); every Anthropic source attributes it to pre-planned strategy + internal red-teaming, never to AISI. Pre-existing strategy != response (row-5 principle). Explicit unsupportable. Harmonize with rows 11/12/45/50."
DECISION,16,UKAISI-2026-05-CYB2,Company Response,"Anthropic expanded Project Glasswing from ~50 to ~200 organizations in 15+ countries; identified 10,000+ high/critical vulnerabilities; published red-team blog",None,"MYTHOS REVIEW 2026-07-15: gate-Mythos/release-Fable is Anthropic's PRE-PLANNED tiered strategy announced 2026-04-07, BEFORE the first AISI Mythos finding (2026-04-13); every Anthropic source attributes it to pre-planned strategy + internal red-teaming, never to AISI. Pre-existing strategy != response (row-5 principle). Explicit unsupportable. Harmonize with rows 11/12/45/50."
DECISION,16,UKAISI-2026-05-CYB2,Channel A Verbatim,"We recently described how these partners have so far found more than 10,000 high- or critical-severity security flaws.",,"MYTHOS REVIEW 2026-07-15: gate-Mythos/release-Fable is Anthropic's PRE-PLANNED tiered strategy announced 2026-04-07, BEFORE the first AISI Mythos finding (2026-04-13); every Anthropic source attributes it to pre-planned strategy + internal red-teaming, never to AISI. Pre-existing strategy != response (row-5 principle). Explicit unsupportable. Harmonize with rows 11/12/45/50."
