type,sheet_row,finding_id,column,old,new,reason
VERIFIED-FIX,6,UKAISI-2025-11-ALI5,Notes,Pre-release access -- private fix cannot be excluded. Over-refusal flagged as possible evaluation confound.  [Report tested: Claude Opus 4.1],Pre-release access -- private fix cannot be excluded. Over-refusal flagged as possible evaluation confound.  [Report tested: Claude Opus 4.1] [SOURCE NOTE 2026-07-15: Key Quote verified verbatim in the cited blog; Models match the blog (3 Claude models). Fuller version is the pap,blog-vs-paper version clarification; rows correct as cited
VERIFIED-FIX,7,UKAISI-2025-11-ALI6,Notes,Pre-release access -- private fix cannot be excluded. Evaluation-awareness has significant implications for the validity of all safety evaluations.  [CLUBBED 2: UKAISI-2025-11-ALI6 + NEW-024],Pre-release access -- private fix cannot be excluded. Evaluation-awareness has significant implications for the validity of all safety evaluations.  [CLUBBED 2: UKAISI-2025-11-ALI6 + NEW-024] [SOURCE NOTE 2026-07-15: Key Quote verified verbatim in the cited blog; Models match the,blog-vs-paper version clarification; rows correct as cited
DECISION,6,UKAISI-2025-11-ALI5,Action Trackable?,yes,no,"Parent report (UKAISI-2025-11b 'Investigating Models for Misalignment') is a methodology paper with a NULL headline result ('no instances of misaligned research sabotage'). Per codebook (methodology/reassuring-null => not trackable) and Stephen's J94/K41 comments. Over-refusal is a descriptive side-note, caution not danger (C2); no specific company response expected."
DECISION,6,UKAISI-2025-11-ALI5,Traceability Tag,traceable,methodology-null,Parent report (UKAISI-2025-11b 'Investigating Models for Misalignment') is a methodology paper with a NULL headline result ('no instances of misaligned research sabotage'). Per codebook (methodology/reassuring-null => not trackable) and Stephen's J94/K41 comments.
DECISION,6,UKAISI-2025-11-ALI5,Notes,Pre-release access -- private fix cannot be excluded. Over-refusal flagged as possible evaluation confound.  [Report tested: Claude Opus 4.1] [SOURCE NOTE 2026-07-15: Key Quote verified verbatim in th,Pre-release access -- private fix cannot be excluded. Over-refusal flagged as possible evaluation confound.  [Report tested: Claude Opus 4.1] [SOURCE NOTE 2026-07-15: Key Quote verified verbatim in th,Parent report (UKAISI-2025-11b 'Investigating Models for Misalignment') is a methodology paper with a NULL headline result ('no instances of misaligned research sabotage'). Per codebook (methodology/reassuring-null => not trackable) and Stephen's J94/K41 comments.
DECISION,7,UKAISI-2025-11-ALI6,Eval? (trackable),yes,no,"Parent report (UKAISI-2025-11b 'Investigating Models for Misalignment') is a methodology paper with a NULL headline result ('no instances of misaligned research sabotage'). Per codebook (methodology/reassuring-null => not trackable) and Stephen's J94/K41 comments. Eval-awareness finding is about the validity of evaluations (the paper's tooling contribution), not a model danger => governance-signal."
DECISION,7,UKAISI-2025-11-ALI6,Action Trackable?,yes,,Parent report (UKAISI-2025-11b 'Investigating Models for Misalignment') is a methodology paper with a NULL headline result ('no instances of misaligned research sabotage'). Per codebook (methodology/reassuring-null => not trackable) and Stephen's J94/K41 comments. Governance rows have Action Trackable blank.
DECISION,7,UKAISI-2025-11-ALI6,Traceability Tag,traceable,methodology,Parent report (UKAISI-2025-11b 'Investigating Models for Misalignment') is a methodology paper with a NULL headline result ('no instances of misaligned research sabotage'). Per codebook (methodology/reassuring-null => not trackable) and Stephen's J94/K41 comments.
DECISION,7,UKAISI-2025-11-ALI6,Notes,Pre-release access -- private fix cannot be excluded. Evaluation-awareness has significant implications for the validity of all safety evaluations.  [CLUBBED 2: UKAISI-2025-11-ALI6 + NEW-024] [SOURCE ,Pre-release access -- private fix cannot be excluded. Evaluation-awareness has significant implications for the validity of all safety evaluations.  [CLUBBED 2: UKAISI-2025-11-ALI6 + NEW-024] [SOURCE ,Parent report (UKAISI-2025-11b 'Investigating Models for Misalignment') is a methodology paper with a NULL headline result ('no instances of misaligned research sabotage'). Per codebook (methodology/reassuring-null => not trackable) and Stephen's J94/K41 comments.
DECISION,42,NEW-116,Action Trackable?,yes,no,"Parent report (UKAISI-2025-11b 'Investigating Models for Misalignment') is a methodology paper with a NULL headline result ('no instances of misaligned research sabotage'). Per codebook (methodology/reassuring-null => not trackable) and Stephen's J94/K41 comments. The training-data change is methodology co-development on eval realism, not a response to a danger finding; underlying eval-awareness issue is not trackable."
DECISION,42,NEW-116,Traceability Tag,traceable,methodology,Parent report (UKAISI-2025-11b 'Investigating Models for Misalignment') is a methodology paper with a NULL headline result ('no instances of misaligned research sabotage'). Per codebook (methodology/reassuring-null => not trackable) and Stephen's J94/K41 comments.
DECISION,42,NEW-116,Notes,"NEW-CANDIDATE [ATTRIBUTION 2026-07-15: Explicit->Topical+Temporal. Card cites ""the UK AISI's independent report"" only as observer of the decrease; mitigation predates the finding by 2 days = Anthropic","NEW-CANDIDATE [ATTRIBUTION 2026-07-15: Explicit->Topical+Temporal. Card cites ""the UK AISI's independent report"" only as observer of the decrease; mitigation predates the finding by 2 days = Anthropic",Parent report (UKAISI-2025-11b 'Investigating Models for Misalignment') is a methodology paper with a NULL headline result ('no instances of misaligned research sabotage'). Per codebook (methodology/reassuring-null => not trackable) and Stephen's J94/K41 comments.
DECISION,27,UKAISI-2025-11b-ALI1,Action Trackable?,yes,no,"Reassuring-null result ('found no confirmed instances of research sabotage') from a methodology paper. Per codebook (reassuring-null => not trackable) and Stephen's J94 ('very positive finding, no response needed'). Keeping it trackable would falsely read as an accountability gap."
DECISION,27,UKAISI-2025-11b-ALI1,Traceability Tag,traceable,methodology-null,"Reassuring-null result ('found no confirmed instances of research sabotage') from a methodology paper. Per codebook (reassuring-null => not trackable) and Stephen's J94 ('very positive finding, no response needed'). Keeping it trackable would falsely read as an accountability gap."
DECISION,27,UKAISI-2025-11b-ALI1,Notes,Medium+None -> Disproportionate. Confidence Low because specific empirical scheming rates are not disclosed in the summary.,Medium+None -> Disproportionate. Confidence Low because specific empirical scheming rates are not disclosed in the summary. [RECLASSIFIED 2026-07-15: Action Trackable yes->no; reassuring-null sabotage,"Reassuring-null result ('found no confirmed instances of research sabotage') from a methodology paper. Per codebook (reassuring-null => not trackable) and Stephen's J94 ('very positive finding, no response needed'). Keeping it trackable would falsely read as an accountability gap."
DECISION,8,UKAISI-2025-12-ALI13,Action Trackable?,yes,no,"Methodology stress-test with a REASSURING result ('removing explicit mentions did not defeat monitoring'); models used as red-team/monitor TOOLS, not evaluated for their own flaws. Not a specific concerning finding on a named model warranting a response."
DECISION,8,UKAISI-2025-12-ALI13,Traceability Tag,traceable,methodology-null,"Methodology stress-test with a REASSURING result ('removing explicit mentions did not defeat monitoring'); models used as red-team/monitor TOOLS, not evaluated for their own flaws. Not a specific concerning finding on a named model warranting a response."
DECISION,8,UKAISI-2025-12-ALI13,Notes,High severity (deliberate deception/hiding) but Action=None; Policy=In guidance (Partial map); override: one channel Partial + other None = Mixed; outcome type 5 -- no action documented,High severity (deliberate deception/hiding) but Action=None; Policy=In guidance (Partial map); override: one channel Partial + other None = Mixed; outcome type 5 -- no action documented [RECLASSIFIED ,"Methodology stress-test with a REASSURING result ('removing explicit mentions did not defeat monitoring'); models used as red-team/monitor TOOLS, not evaluated for their own flaws. Not a specific concerning finding on a named model warranting a response."
DECISION,8,UKAISI-2025-12-ALI13,Eval? (trackable),yes,no,"Source-confirmed (aisi.gov.uk blog): this is a MONITORING-METHODOLOGY research study, not an empirical finding about a model. Models are instruments (Opus 4.1 = red-team agent, Sonnet 3.7 = monitor), headline is monitoring effectiveness, no company action requested. => governance-signal (methodology)."
DECISION,8,UKAISI-2025-12-ALI13,Action Trackable?,no,,"Source-confirmed (aisi.gov.uk blog): this is a MONITORING-METHODOLOGY research study, not an empirical finding about a model. Models are instruments (Opus 4.1 = red-team agent, Sonnet 3.7 = monitor), headline is monitoring effectiveness, no company action requested. => governance-signal (methodology). Governance rows have Action Trackable blank."
DECISION,8,UKAISI-2025-12-ALI13,Notes,High severity (deliberate deception/hiding) but Action=None; Policy=In guidance (Partial map); override: one channel Partial + other None = Mixed; outcome type 5 -- no action documented [RECLASSIFIED ,High severity (deliberate deception/hiding) but Action=None; Policy=In guidance (Partial map); override: one channel Partial + other None = Mixed; outcome type 5 -- no action documented [RECLASSIFIED ,"Source-confirmed (aisi.gov.uk blog): this is a MONITORING-METHODOLOGY research study, not an empirical finding about a model. Models are instruments (Opus 4.1 = red-team agent, Sonnet 3.7 = monitor), headline is monitoring effectiveness, no company action requested. => governance-signal (methodology)."
VERIFIED-FIX,22,JOINT-2026-02-CYB1,Finding Type,capability-finding,governance,"Finding Type finalized by classification agent: precautionary High-capability classification, explicitly not a confirmed threshold breach; policy mi"
VERIFIED-FIX,40,NEW-151,Finding Type,capability-finding;company-self-report,governance;company-self-report,Finding Type finalized by classification agent: company self-reported High-capability biology classification and safeguard deployment; policy classi
VERIFIED-FIX,69,UKAISI-2024-05a-JAI1,Finding Type,capability-finding,capability-finding;anonymised-model,Finding Type finalized by classification agent: jailbreak compliance result but five frontier models are anonymised (Red/Purple/etc)
VERIFIED-FIX,70,UKAISI-2024-05a-BIO1,Finding Type,capability-finding,capability-finding;anonymised-model,Finding Type finalized by classification agent: bio/chem uplift result on anonymised five frontier models
VERIFIED-FIX,71,UKAISI-2024-05a-ALI1,Finding Type,capability-finding,capability-finding;anonymised-model;reassuring-null,Finding Type finalized by classification agent: anonymised models; limited autonomy (0% long-horizon) is a null result
VERIFIED-FIX,72,UKAISI-2024-10-JAI4,Finding Type,capability-finding,methodology,"Finding Type finalized by classification agent: AgentHarm benchmark; finding is about attack-template effectiveness/attack surface, models are instr"
VERIFIED-FIX,73,UKAISI-2025-04-ALI2,Finding Type,capability-finding,capability-finding;anonymised-model,Finding Type finalized by classification agent: RepliBench proficiency result but seven frontier models anonymised
VERIFIED-FIX,74,UKAISI-2025-04-ALI3,Finding Type,capability-finding,capability-finding;anonymised-model;reassuring-null,Finding Type finalized by classification agent: anonymised models; KYC failure is a limiting/null result (bottleneck to replication)
VERIFIED-FIX,75,UKAISI-2025-04-ALI5,Finding Type,capability-finding,capability-trend,"Finding Type finalized by classification agent: trajectory statement: no plateau, accelerating replication-capability growth across models"
VERIFIED-FIX,76,UKAISI-2025-09-SOC1,Finding Type,capability-finding,capability-finding;anonymised-model;reassuring-null,Finding Type finalized by classification agent: anonymised models; RCT found no misinformation harm (AI not yet a major vector)
VERIFIED-FIX,77,UKAISI-2025-10-ALI1,Finding Type,capability-finding,methodology,Finding Type finalized by classification agent: transcript-analysis method; finding illustrates a failure mode invisible to pass-rate metrics
VERIFIED-FIX,78,UKAISI-2025-10-ALI2,Finding Type,capability-finding,methodology,"Finding Type finalized by classification agent: transcript-analysis method demonstrating hidden policy-violation failure mode, anonymised agents"
VERIFIED-FIX,79,UKAISI-2025-10-ALI3,Finding Type,capability-finding,methodology,Finding Type finalized by classification agent: transcript-analysis method surfacing task-resignation invisible to binary metrics
VERIFIED-FIX,80,UKAISI-2025-11-ALI1,Finding Type,capability-finding,capability-finding;anonymised-model,Finding Type finalized by classification agent: agents demonstrated deliberate-sabotage capabilities; frontier agents anonymised
VERIFIED-FIX,81,UKAISI-2025-12-SOC2,Finding Type,capability-finding,capability-finding;anonymised-model,Finding Type finalized by classification agent: persuasiveness controllability result across 19 anonymised LLMs
VERIFIED-FIX,82,UKAISI-2025-12-SOC3,Finding Type,capability-finding,capability-trend,Finding Type finalized by classification agent: systematic inverse relationship (persuasiveness vs accuracy) across 19 models = cross-model trend
